Company Name,Category,"(Utilities Only) 
Percentage generation fossil fuels","(Utilities Only) 
Investment in new fossil fuel infrastructure","(Utilities Only) 
Percentage revenue derived from fossil fuels"
Cordillera Energy Partners,Independent oil & gas producers,,,
Core Energy LLC,Independent oil & gas producers,,,
Cornerstone Natural Resources,Independent oil & gas producers,,,
Countrymark Cooperative,Independent oil & gas producers,,,
Courson Gas Consultants,Independent oil & gas producers,,,
Cow Run Energy,Independent oil & gas producers,,,
Cowan Energy,Independent oil & gas producers,,,
Cox & Perkins Exploration,Independent oil & gas producers,,,
Cox Oil,Independent oil & gas producers,,,
Cp Energy Group,Independent oil & gas producers,,,
Crawford Energy Operating,Independent oil & gas producers,,,
Cross Timbers Oil Co Fed PAC,Independent oil & gas producers,,,
Crown Energy,Independent oil & gas producers,,,
Crude Energy,Independent oil & gas producers,,,
Cubic Energy,Independent oil & gas producers,,,
Cubic Energy Inc,Independent oil & gas producers,,,
Cunningham Energy,Independent oil & gas producers,,,
Cybele Energy,Independent oil & gas producers,,,
D3 Energy,Independent oil & gas producers,,,
Daktana Energy Services,Independent oil & gas producers,,,
Dallas Production,Independent oil & gas producers,,,
Dalton & Hanna Co,Independent oil & gas producers,,,
Daniels Petroleum Co,Independent oil & gas producers,,,
Dave Munson Inc,Independent oil & gas producers,,,
David H Arrington Oil & Gas,Independent oil & gas producers,,,
David Munson Inc,Independent oil & gas producers,,,
Davison Petroleum Products,Independent oil & gas producers,,,
Denison & Assoc,Independent oil & gas producers,,,
Dennis Petroleum Co Inc,Independent oil & gas producers,,,
Devon Energy,Independent oil & gas producers,,,
"Dietler, Cortlandt S/Transmontaigneoil",Independent oil & gas producers,,,
Dimension Energy,Independent oil & gas producers,,,
Dinero Operating,Independent oil & gas producers,,,
Dinero Operating Co,Independent oil & gas producers,,,
Discovery Operating,Independent oil & gas producers,,,
Diversified Resources Inc,Independent oil & gas producers,,,
Domestic Energy Producers Alliance,Independent oil & gas producers,,,
Domestic Oil & Gas Production,Independent oil & gas producers,,,
Dominion Appalachian Development,Independent oil & gas producers,,,
Dominion Exploration & Production,Independent oil & gas producers,,,
Double Eagle Development,Independent oil & gas producers,,,
Double Eagle Energy,Independent oil & gas producers,,,
Double Eagle Petroleum,Independent oil & gas producers,,,
Doyon Ltd,Independent oil & gas producers,,,
Dugan Eye Institute,Independent oil & gas producers,,,
Dugan Production,Independent oil & gas producers,,,
Duggan Petroleum Co,Independent oil & gas producers,,,
E&B Natural Resources,Independent oil & gas producers,,,
E&L Petroleum,Independent oil & gas producers,,,
East Kentucky Oil & Gas Assn,Independent oil & gas producers,,,
East Resources,Independent oil & gas producers,,,
Eastham Enterprises,Independent oil & gas producers,,,
Eberly & Meade Inc,Independent oil & gas producers,,,
Ec Laster Jr,Independent oil & gas producers,,,
Eland Energy,Independent oil & gas producers,,,
Elkem Materials,Independent oil & gas producers,,,
Emax Oil Co,Independent oil & gas producers,,,
Empire Petroleum,Independent oil & gas producers,,,
Encana Corp,Independent oil & gas producers,,,
Encana Oil & Gas USA,Independent oil & gas producers,,,
Encore Acquisition,Independent oil & gas producers,,,
Encore Energy,Independent oil & gas producers,,,
Endeavor Energy Resources,Independent oil & gas producers,,,
Endeavour International Corp,Independent oil & gas producers,,,
Endevco Inc,Independent oil & gas producers,,,
Enercor Inc,Independent oil & gas producers,,,
Enerfin Resources Co,Independent oil & gas producers,,,
Energy Corp of America,Independent oil & gas producers,,,
Energy Operations Management,Independent oil & gas producers,,,
Energy Partners Ltd,Independent oil & gas producers,,,
Energy Quest,Independent oil & gas producers,,,
Energy Quest Management,Independent oil & gas producers,,,
Energy XXI,Independent oil & gas producers,,,
Energy/Investments,Independent oil & gas producers,,,
Enervest Ltd,Independent oil & gas producers,,,
Enre Corp,Independent oil & gas producers,,,
Envires LLC,Independent oil & gas producers,,,
Ep Energy,Independent oil & gas producers,,,
Equitable Resources Inc,Independent oil & gas producers,,,
Everflow Eastern Partners,Independent oil & gas producers,,,
Evertson Companies,Independent oil & gas producers,,,
Evertson Oil Co,Independent oil & gas producers,,,
Exco Resources,Independent oil & gas producers,,,
EXL Petroleum,Independent oil & gas producers,,,
F Howard Walsh Jr Drilling Ltd,Independent oil & gas producers,,,
F-250 LLC,Independent oil & gas producers,,,
Fab Industries,Independent oil & gas producers,,,
Fairweather LLC,Independent oil & gas producers,,,
Fg Holl Oil Producers,Independent oil & gas producers,,,
Fieldwood Energy,Independent oil & gas producers,,,
Finley Resources,Independent oil & gas producers,,,
First Source Wyoming,Independent oil & gas producers,,,
Fleischaker Companies,Independent oil & gas producers,,,
Fletcher Oil Company,Independent oil & gas producers,,,
Fort Worth Energy,Independent oil & gas producers,,,
Four Point Energy,Independent oil & gas producers,,,
Four Sevens Oil,Independent oil & gas producers,,,
Fourpoint Energy,Independent oil & gas producers,,,
Freeport LNG Development,Independent oil & gas producers,,,
Frontera Resources,Independent oil & gas producers,,,
Frontier Oil Corp PAC,Independent oil & gas producers,,,
Frost Brothers Resources,Independent oil & gas producers,,,
FX Energy,Independent oil & gas producers,,,
Gary Williams Energy,Independent oil & gas producers,,,
Gary Williams Energy Corp,Independent oil & gas producers,,,
Gary-Williams Energy,Independent oil & gas producers,,,
Gates Mineral,Independent oil & gas producers,,,
Genie Energy Ltd,Independent oil & gas producers,,,
Geosouthern Energy,Independent oil & gas producers,,,
Golden Gas Production Co,Independent oil & gas producers,,,
Golden Oil Co,Independent oil & gas producers,,,
Goldrus Producing,Independent oil & gas producers,,,
Graham Corp,Independent oil & gas producers,,,
Great Falls Optical,Independent oil & gas producers,,,
Great Point Energy,Independent oil & gas producers,,,
Grupa Lotos Sa,Independent oil & gas producers,,,
Gulf Copper & Mfg,Independent oil & gas producers,,,
Gulf Energy Alliance,Independent oil & gas producers,,,
H A Sack Co,Independent oil & gas producers,,,
H&L Productions,Independent oil & gas producers,,,
Hancock Enterprises,Independent oil & gas producers,,,
Hansen Oil Company,Independent oil & gas producers,,,
Hansen Trust,Independent oil & gas producers,,,
Harvard Petroleum Co,Independent oil & gas producers,,,
Hathaway LLC,Independent oil & gas producers,,,
Hees Interests,Independent oil & gas producers,,,
Helmerich & Payne,Independent oil & gas producers,,,
Herd Producing,Independent oil & gas producers,,,
Herman L Loeb LLC,Independent oil & gas producers,,,
Heyco Oil & Gas,Independent oil & gas producers,,,
Heyco Oil Gas,Independent oil & gas producers,,,
Highpoint Resources,Independent oil & gas producers,,,
Hill Development Corp,Independent oil & gas producers,,,
Hillcorp Energy,Independent oil & gas producers,,,
Hondo Oil & Gas,Independent oil & gas producers,,,
HouPAC,Independent oil & gas producers,,,
Houston Oil Producing,Independent oil & gas producers,,,
Hrubetz Oil Co,Independent oil & gas producers,,,
Hummon Corp,Independent oil & gas producers,,,
Hunt Oil,Independent oil & gas producers,,,
Hunter-Dooley Family Trust,Independent oil & gas producers,,,
Huot Oil,Independent oil & gas producers,,,
"Hupp, Bauer Et Al",Independent oil & gas producers,,,
Husky Energy,Independent oil & gas producers,,,
ICC Energy,Independent oil & gas producers,,,
Illini Oil Co,Independent oil & gas producers,,,
Independent Energy Producers Association,Independent oil & gas producers,,,
Independent Gas Producer,Independent oil & gas producers,,,
Independent Oil Producers' Agency,Independent oil & gas producers,,,
Independent Petroleum Assn,Independent oil & gas producers,,,
Independent Petroleum Assn/Mountain States,Independent oil & gas producers,,,
Independent Petroleum Association of America,Independent oil & gas producers,,,
Independent Petroleum Association of New Mexico,Independent oil & gas producers,,,
Independent Petroleum Associationof America,Independent oil & gas producers,,,
Independent Production Co,Independent oil & gas producers,,,
Industry Oil & Gas Production,Independent oil & gas producers,,,
Irvin Wall/Independent Oil & Gas,Independent oil & gas producers,,,
Irving Oil Ltd,Independent oil & gas producers,,,
Itera International Energy,Independent oil & gas producers,,,
Itera International Energy Corp,Independent oil & gas producers,,,
J Cleo Thompson Oil Co,Independent oil & gas producers,,,
Jack Lawton Inc,Independent oil & gas producers,,,
James J Volker Family Trust,Independent oil & gas producers,,,
Jerry Kidd Oil,Independent oil & gas producers,,,
John H Hendrix Corp,Independent oil & gas producers,,,
Jones Energy Ltd,Independent oil & gas producers,,,
Jones Management,Independent oil & gas producers,,,
Jones Management Corp,Independent oil & gas producers,,,
Jordan Companies,Independent oil & gas producers,,,
Jordan Exploration,Independent oil & gas producers,,,
Jr Smail Inc,Independent oil & gas producers,,,
Jt Roberts Od,Independent oil & gas producers,,,
Kansas Natural Gas,Independent oil & gas producers,,,
Kelpetro Inc,Independent oil & gas producers,,,
Kentucky Oil & Refinery,Independent oil & gas producers,,,
Kerbs Oil,Independent oil & gas producers,,,
Kerr-McGee Corp,Independent oil & gas producers,,,
Kerr-McGee Shared Services Co,Independent oil & gas producers,,,
Killam Oil,Independent oil & gas producers,,,
Kilroy Co of Texas,Independent oil & gas producers,,,
King Ranch Oil & Gas,Independent oil & gas producers,,,
Kinsey Interests,Independent oil & gas producers,,,
Kinzer Drilling,Independent oil & gas producers,,,
Klabzuba Oil & Gas,Independent oil & gas producers,,,
Kleese Development,Independent oil & gas producers,,,
Kootenai Resource Group,Independent oil & gas producers,,,
Kriebel Minerals,Independent oil & gas producers,,,
Kriebel Wells,Independent oil & gas producers,,,
Krumme Oil,Independent oil & gas producers,,,
Kuykendall Enterprises,Independent oil & gas producers,,,
Lamamco Drilling,Independent oil & gas producers,,,
Laramie Energy,Independent oil & gas producers,,,
Laredo Petroleum,Independent oil & gas producers,,,
Lee County Petroleum,Independent oil & gas producers,,,
Lee M Bass Inc,Independent oil & gas producers,,,
Legacy Reserves,Independent oil & gas producers,,,
Legacy Reserves Operating Lp,Independent oil & gas producers,,,
Lilyblad Petroleum Inc,Independent oil & gas producers,,,
Limark Corp,Independent oil & gas producers,,,
Louis Dreyfus Corp,Independent oil & gas producers,,,
Lucas Energy,Independent oil & gas producers,,,
Lucas Petroleum Group,Independent oil & gas producers,,,
Lucas Petroleum Group Inc,Independent oil & gas producers,,,
Lyco Energy,Independent oil & gas producers,,,
Mack C Chase Trustee,Independent oil & gas producers,,,
Mack Energy,Independent oil & gas producers,,,
Mae Resources,Independent oil & gas producers,,,
Magellan Resources Group,Independent oil & gas producers,,,
Magnolia Oil & Gas,Independent oil & gas producers,,,
Magnum Producing,Independent oil & gas producers,,,
Maguire Oil Co,Independent oil & gas producers,,,
Management Resources,Independent oil & gas producers,,,
Maples Gas Co,Independent oil & gas producers,,,
Maralo,Independent oil & gas producers,,,
Maralo Inc,Independent oil & gas producers,,,
Maralo LLC,Independent oil & gas producers,,,
Mariner Energy,Independent oil & gas producers,,,
Markwest Hydrocarbon,Independent oil & gas producers,,,
Maropco,Independent oil & gas producers,,,
Marshall & Winston,Independent oil & gas producers,,,
Matador Resources,Independent oil & gas producers,,,
MB Operating Co,Independent oil & gas producers,,,
McElvain Oil & Gas,Independent oil & gas producers,,,
McGowan Working Partners,Independent oil & gas producers,,,
McVay Drilling,Independent oil & gas producers,,,
MCW Energy Group,Independent oil & gas producers,,,
Medallion Exploration,Independent oil & gas producers,,,
Medicine Bow Energy,Independent oil & gas producers,,,
Melange International,Independent oil & gas producers,,,
Mercuria Energy Group,Independent oil & gas producers,,,
Mewbourne Oil Co,Independent oil & gas producers,,,
Michigan Petroleum Assn,Independent oil & gas producers,,,
Mid States Operating,Independent oil & gas producers,,,
Mid-Continent Oil & Gas Assn,Independent oil & gas producers,,,
Mid-Continent Oil & Gas Assn/Ala Div,Independent oil & gas producers,,,
Milestone Energy,Independent oil & gas producers,,,
Mjm Ltd,Independent oil & gas producers,,,
Moncrief Oil,Independent oil & gas producers,,,
Mondoil Corp,Independent oil & gas producers,,,
Montauk Energy Holdings,Independent oil & gas producers,,,
Montgomery Exploration,Independent oil & gas producers,,,
Moon Hines Tigrett Operating Co,Independent oil & gas producers,,,
Moore Engineering & Production,Independent oil & gas producers,,,
Mosbacher Energy,Independent oil & gas producers,,,
Mtm Petroleum Inc,Independent oil & gas producers,,,
Mueller Energetics,Independent oil & gas producers,,,
Murfin Drilling,Independent oil & gas producers,,,
Muskegon Development,Independent oil & gas producers,,,
Mustang Fuel Corp,Independent oil & gas producers,,,
Nassau Holdings,Independent oil & gas producers,,,
National Stripper Well Assn,Independent oil & gas producers,,,
Neil Co Oil & Gas,Independent oil & gas producers,,,
Neminis Inc,Independent oil & gas producers,,,
Neumin Production,Independent oil & gas producers,,,
Nexen Inc,Independent oil & gas producers,,,
Nigas Employees PAC,Independent oil & gas producers,,,
Nnogc Exploration & Production,Independent oil & gas producers,,,
Noble Affiliates,Independent oil & gas producers,,,
Noble Corp,Independent oil & gas producers,,,
Noco Unlimited,Independent oil & gas producers,,,
Nortex Corp,Independent oil & gas producers,,,
Northeast Eye Institute,Independent oil & gas producers,,,
Northeastern Eye Institute,Independent oil & gas producers,,,
Northern Alliance of Independent Producers,Independent oil & gas producers,,,
Northern Ohio Petroleum Repair Association,Independent oil & gas producers,,,
Northern Oil,Independent oil & gas producers,,,
Northern Oil & Gas,Independent oil & gas producers,,,
Northern Star Natural Gas,Independent oil & gas producers,,,
Northstar Energy Group,Independent oil & gas producers,,,
Nuevo Energy Co,Independent oil & gas producers,,,
O'Sullivan Oil & Gas,Independent oil & gas producers,,,
Oelze Equipment Co,Independent oil & gas producers,,,
Offshore Tool & Energy Corp,Independent oil & gas producers,,,
Ohoopee Oil Co Inc,Independent oil & gas producers,,,
Oil Capital Ltd,Independent oil & gas producers,,,
Oil Gas Production,Independent oil & gas producers,,,
"Oil, Gas, Ranching & Investments",Independent oil & gas producers,,,
Oil/Gas Operator,Independent oil & gas producers,,,
Oipa,Independent oil & gas producers,,,
Okie PAC,Independent oil & gas producers,,,
Oklahoma Independent Energy PAC,Independent oil & gas producers,,,
Oklahoma Independent Oil Producers,Independent oil & gas producers,,,
Olil & Gas Producer,Independent oil & gas producers,,,
Olson Oil Dale & Todd Olson,Independent oil & gas producers,,,
Olympic Oil Ltd,Independent oil & gas producers,,,
Omv Ag,Independent oil & gas producers,,,
Ongc Videsh,Independent oil & gas producers,,,
Onyx Petroleum Inc,Independent oil & gas producers,,,
Oprra,Independent oil & gas producers,,,
Optimal Utilities,Independent oil & gas producers,,,
Orr Exploration Ltd,Independent oil & gas producers,,,
Oxbow Corp,Independent oil & gas producers,,,
Oxy,Independent oil & gas producers,,,
P C Partnership,Independent oil & gas producers,,,
PAC Production Co,Independent oil & gas producers,,,
Pacific Energy Resources,Independent oil & gas producers,,,
Pacific Pride,Independent oil & gas producers,,,
Pacific Pride PAC,Independent oil & gas producers,,,
Panhandle Producing,Independent oil & gas producers,,,
Panther Energy,Independent oil & gas producers,,,
Panther Energy Co,Independent oil & gas producers,,,
Par PACific Holdings,Independent oil & gas producers,,,
Parris Castro Eye Center,Independent oil & gas producers,,,
Parsley Energy,Independent oil & gas producers,,,
Parsley Energy Operations,Independent oil & gas producers,,,
Parten Operating,Independent oil & gas producers,,,
Patrick Petroleum,Independent oil & gas producers,,,
Paul Davis Ltd,Independent oil & gas producers,,,
Penn General Energy,Independent oil & gas producers,,,
Penneco Land Co,Independent oil & gas producers,,,
Pennsylvania General Energy,Independent oil & gas producers,,,
Pennsylvania Independent Oil & Gas Assn,Independent oil & gas producers,,,
Peregrine Petroleum,Independent oil & gas producers,,,
Petco Petroleum,Independent oil & gas producers,,,
Petco Petroleum Corp,Independent oil & gas producers,,,
Petro-Canada,Independent oil & gas producers,,,
Petrodome Energy,Independent oil & gas producers,,,
Phibro Energy Production,Independent oil & gas producers,,,
Philcon Development,Independent oil & gas producers,,,
Pickens Energy,Independent oil & gas producers,,,
Pinkston Oil,Independent oil & gas producers,,,
Pioneer Inc,Independent oil & gas producers,,,
Pioneer Natural Resources USA,Independent oil & gas producers,,,
Plains Offshore Operations,Independent oil & gas producers,,,
Plantation Petroleum Holdings Iii L L,Independent oil & gas producers,,,
Potts Exploration,Independent oil & gas producers,,,
Premco Western,Independent oil & gas producers,,,
Premcor Inc,Independent oil & gas producers,,,
Premier Copper & Brass,Independent oil & gas producers,,,
Price Oil Co,Independent oil & gas producers,,,
Prima Exploration,Independent oil & gas producers,,,
Pruet Co,Independent oil & gas producers,,,
Pruet Companies,Independent oil & gas producers,,,
Pruet Oil,Independent oil & gas producers,,,
Pruet Production,Independent oil & gas producers,,,
Pruett Production,Independent oil & gas producers,,,
PSI Production Inc,Independent oil & gas producers,,,
Pure Resources Inc,Independent oil & gas producers,,,
Pye Per Fuel,Independent oil & gas producers,,,
Quicksilver Resources,Independent oil & gas producers,,,
Quintana Minerals,Independent oil & gas producers,,,
Quintana Petroleum,Independent oil & gas producers,,,
Quintin Little Co,Independent oil & gas producers,,,
R & V Oil Company,Independent oil & gas producers,,,
R Lacy Inc,Independent oil & gas producers,,,
Ralph T Costagliola,Independent oil & gas producers,,,
Rama Operating Co Inc,Independent oil & gas producers,,,
Ranching/Oil & Gas Production,Independent oil & gas producers,,,
Range Resources,Independent oil & gas producers,,,
Range Resources Corp,Independent oil & gas producers,,,
Range Resources-Appalachia,Independent oil & gas producers,,,
Ranger 40 Petroleum,Independent oil & gas producers,,,
Rayellen Resources,Independent oil & gas producers,,,
Read & Stevens,Independent oil & gas producers,,,
Redman Management,Independent oil & gas producers,,,
Redstone Strategy Group,Independent oil & gas producers,,,
Reed Brothers,Independent oil & gas producers,,,
Reeves Oil Co,Independent oil & gas producers,,,
Renova Inc,Independent oil & gas producers,,,
Republic Energy,Independent oil & gas producers,,,
Resolute Energy,Independent oil & gas producers,,,
